"country","code","name","code_2","count","publicationDateAlbum"
"AU","AUT","Austria","AT",206,1990
"AU","AUT","Austria","AT",218,1991
"AU","AUT","Austria","AT",163,1992
"AU","AUT","Austria","AT",74,1993
"AU","AUT","Austria","AT",227,1994
"AU","AUT","Austria","AT",235,1995
"AU","AUT","Austria","AT",245,1996
"AU","AUT","Austria","AT",236,1997
"AU","AUT","Austria","AT",358,1998
"AU","AUT","Austria","AT",246,1999
"AU","AUT","Austria","AT",452,2000
"AU","AUT","Austria","AT",313,2001
"AU","AUT","Austria","AT",444,2002
"AU","AUT","Austria","AT",462,2003
"AU","AUT","Austria","AT",760,2004
"AU","AUT","Austria","AT",466,2005
"AU","AUT","Austria","AT",640,2006
"AU","AUT","Austria","AT",628,2007
"AU","AUT","Austria","AT",665,2008
"AU","AUT","Austria","AT",353,2009
"AU","AUT","Austria","AT",387,2010
"AU","AUT","Austria","AT",220,2011
"AU","AUT","Austria","AT",166,2012
"AU","AUT","Austria","AT",93,2013
"AU","AUT","Austria","AT",49,2014
"AU","AUT","Austria","AT",28,2015
"BA","BHR","Bahrain","BH",10,1995
"BA","BHR","Bahrain","BH",11,2004
"BA","BHR","Bahrain","BH",10,2006
"BE","BEL","Belgium","BE",12,1969
"BE","BEL","Belgium","BE",36,1978
"BE","BEL","Belgium","BE",17,1981
"BE","BEL","Belgium","BE",23,1982
"BE","BEL","Belgium","BE",12,1983
"BE","BEL","Belgium","BE",11,1984
"BE","BEL","Belgium","BE",36,1985
"BE","BEL","Belgium","BE",50,1986
"BE","BEL","Belgium","BE",11,1987
"BE","BEL","Belgium","BE",54,1988
"BE","BEL","Belgium","BE",57,1989
"BE","BEL","Belgium","BE",110,1990
"BE","BEL","Belgium","BE",88,1991
"BE","BEL","Belgium","BE",74,1992
"BE","BEL","Belgium","BE",144,1993
"BE","BEL","Belgium","BE",25,1994
"BE","BEL","Belgium","BE",38,1995
"BE","BEL","Belgium","BE",58,1996
"BE","BEL","Belgium","BE",66,1997
"BE","BEL","Belgium","BE",64,1998
"BE","BEL","Belgium","BE",124,1999
"BE","BEL","Belgium","BE",103,2000
"BE","BEL","Belgium","BE",201,2001
"BE","BEL","Belgium","BE",177,2002
"BE","BEL","Belgium","BE",129,2003
"BE","BEL","Belgium","BE",154,2004
"BE","BEL","Belgium","BE",170,2005
"BE","BEL","Belgium","BE",232,2006
"BE","BEL","Belgium","BE",278,2007
"BE","BEL","Belgium","BE",128,2008
"BE","BEL","Belgium","BE",126,2009
"BE","BEL","Belgium","BE",187,2010
"BE","BEL","Belgium","BE",36,2011
"BE","BEL","Belgium","BE",39,2012
"BE","BEL","Belgium","BE",23,2013
"BG","BGD","Bangladesh","BD",9,2003
"BG","BGD","Bangladesh","BD",7,2007
"BG","BGD","Bangladesh","BD",16,2008
"BR","BRA","Brazil","BR",8,1954
"BR","BRA","Brazil","BR",8,1955
"BR","BRA","Brazil","BR",15,1956
"BR","BRA","Brazil","BR",24,1957
"BR","BRA","Brazil","BR",46,1958
"BR","BRA","Brazil","BR",26,1959
"BR","BRA","Brazil","BR",14,1960
"BR","BRA","Brazil","BR",36,1961
"BR","BRA","Brazil","BR",52,1962
"BR","BRA","Brazil","BR",48,1963
"BR","BRA","Brazil","BR",68,1964
"BR","BRA","Brazil","BR",107,1965
"BR","BRA","Brazil","BR",115,1966
"BR","BRA","Brazil","BR",146,1967
"BR","BRA","Brazil","BR",72,1968
"BR","BRA","Brazil","BR",146,1969
"BR","BRA","Brazil","BR",133,1970
"BR","BRA","Brazil","BR",108,1971
"BR","BRA","Brazil","BR",143,1972
"BR","BRA","Brazil","BR",159,1973
"BR","BRA","Brazil","BR",164,1974
"BR","BRA","Brazil","BR",137,1975
"BR","BRA","Brazil","BR",178,1976
"BR","BRA","Brazil","BR",137,1977
"BR","BRA","Brazil","BR",110,1978
"BR","BRA","Brazil","BR",83,1979
"BR","BRA","Brazil","BR",135,1980
"BR","BRA","Brazil","BR",118,1981
"BR","BRA","Brazil","BR",132,1982
"BR","BRA","Brazil","BR",69,1983
"BR","BRA","Brazil","BR",112,1984
"BR","BRA","Brazil","BR",152,1985
"BR","BRA","Brazil","BR",106,1986
"BR","BRA","Brazil","BR",175,1987
"BR","BRA","Brazil","BR",105,1988
"BR","BRA","Brazil","BR",195,1989
"BR","BRA","Brazil","BR",143,1990
"BR","BRA","Brazil","BR",200,1991
"BR","BRA","Brazil","BR",196,1992
"BR","BRA","Brazil","BR",306,1993
"BR","BRA","Brazil","BR",295,1994
"BR","BRA","Brazil","BR",301,1995
"BR","BRA","Brazil","BR",241,1996
"BR","BRA","Brazil","BR",306,1997
"BR","BRA","Brazil","BR",325,1998
"BR","BRA","Brazil","BR",339,1999
"BR","BRA","Brazil","BR",370,2000
"BR","BRA","Brazil","BR",336,2001
"BR","BRA","Brazil","BR",310,2002
"BR","BRA","Brazil","BR",337,2003
"BR","BRA","Brazil","BR",326,2004
"BR","BRA","Brazil","BR",472,2005
"BR","BRA","Brazil","BR",271,2006
"BR","BRA","Brazil","BR",289,2007
"BR","BRA","Brazil","BR",287,2008
"BR","BRA","Brazil","BR",206,2009
"BR","BRA","Brazil","BR",171,2010
"BR","BRA","Brazil","BR",113,2011
"BR","BRA","Brazil","BR",78,2012
"BR","BRA","Brazil","BR",47,2013
"BR","BRA","Brazil","BR",25,2014
"BR","BRA","Brazil","BR",36,2015
"BY","BDI","Burundi","BI",7,2007
"BY","BDI","Burundi","BI",10,2009
"BY","BDI","Burundi","BI",14,2010
"CA","CAN","Canada","CA",12,1960
"CA","CAN","Canada","CA",24,1961
"CA","CAN","Canada","CA",16,1964
"CA","CAN","Canada","CA",11,1966
"CA","CAN","Canada","CA",49,1967
"CA","CAN","Canada","CA",34,1968
"CA","CAN","Canada","CA",103,1969
"CA","CAN","Canada","CA",43,1970
"CA","CAN","Canada","CA",44,1971
"CA","CAN","Canada","CA",54,1972
"CA","CAN","Canada","CA",28,1973
"CA","CAN","Canada","CA",64,1974
"CA","CAN","Canada","CA",84,1975
"CA","CAN","Canada","CA",112,1976
"CA","CAN","Canada","CA",60,1977
"CA","CAN","Canada","CA",106,1978
"CA","CAN","Canada","CA",104,1979
"CA","CAN","Canada","CA",129,1980
"CA","CAN","Canada","CA",183,1981
"CA","CAN","Canada","CA",137,1982
"CA","CAN","Canada","CA",181,1983
"CA","CAN","Canada","CA",74,1984
"CA","CAN","Canada","CA",145,1985
"CA","CAN","Canada","CA",109,1986
"CA","CAN","Canada","CA",170,1987
"CA","CAN","Canada","CA",127,1988
"CA","CAN","Canada","CA",167,1989
"CA","CAN","Canada","CA",185,1990
"CA","CAN","Canada","CA",206,1991
"CA","CAN","Canada","CA",267,1992
"CA","CAN","Canada","CA",429,1993
"CA","CAN","Canada","CA",489,1994
"CA","CAN","Canada","CA",466,1995
"CA","CAN","Canada","CA",474,1996
"CA","CAN","Canada","CA",560,1997
"CA","CAN","Canada","CA",445,1998
"CA","CAN","Canada","CA",511,1999
"CA","CAN","Canada","CA",569,2000
"CA","CAN","Canada","CA",610,2001
"CA","CAN","Canada","CA",663,2002
"CA","CAN","Canada","CA",536,2003
"CA","CAN","Canada","CA",707,2004
"CA","CAN","Canada","CA",923,2005
"CA","CAN","Canada","CA",863,2006
"CA","CAN","Canada","CA",929,2007
"CA","CAN","Canada","CA",797,2008
"CA","CAN","Canada","CA",876,2009
"CA","CAN","Canada","CA",508,2010
"CA","CAN","Canada","CA",284,2011
"CA","CAN","Canada","CA",218,2012
"CA","CAN","Canada","CA",54,2014
"CA","CAN","Canada","CA",12,2015
"CA","CAN","Canada","CA",12,2016
"CH","CHN","China","CN",9,1966
"CH","CHN","China","CN",7,1967
"CH","CHN","China","CN",17,1970
"CH","CHN","China","CN",13,1971
"CH","CHN","China","CN",10,1972
"CH","CHN","China","CN",20,1976
"CH","CHN","China","CN",9,1979
"CH","CHN","China","CN",8,1984
"CH","CHN","China","CN",4,1985
"CH","CHN","China","CN",23,1987
"CH","CHN","China","CN",12,1989
"CH","CHN","China","CN",48,1991
"CH","CHN","China","CN",33,1992
"CH","CHN","China","CN",33,1993
"CH","CHN","China","CN",61,1994
"CH","CHN","China","CN",42,1995
"CH","CHN","China","CN",52,1996
"CH","CHN","China","CN",60,1997
"CH","CHN","China","CN",38,1998
"CH","CHN","China","CN",49,1999
"CH","CHN","China","CN",57,2000
"CH","CHN","China","CN",81,2001
"CH","CHN","China","CN",37,2002
"CH","CHN","China","CN",121,2003
"CH","CHN","China","CN",57,2004
"CH","CHN","China","CN",64,2005
"CH","CHN","China","CN",65,2006
"CH","CHN","China","CN",74,2007
"CH","CHN","China","CN",119,2008
"CH","CHN","China","CN",64,2009
"CH","CHN","China","CN",56,2010
"CH","CHN","China","CN",26,2011
"CH","CHN","China","CN",42,2012
"CH","CHN","China","CN",12,2015
"CL","CHL","Chile","CL",12,1966
"CL","CHL","Chile","CL",10,1989
"CL","CHL","Chile","CL",10,1991
"CL","CHL","Chile","CL",15,1992
"CL","CHL","Chile","CL",10,1994
"CL","CHL","Chile","CL",24,1995
"CL","CHL","Chile","CL",35,1996
"CL","CHL","Chile","CL",27,1997
"CL","CHL","Chile","CL",24,1998
"CL","CHL","Chile","CL",24,1999
"CL","CHL","Chile","CL",34,2000
"CL","CHL","Chile","CL",18,2001
"CL","CHL","Chile","CL",21,2002
"CL","CHL","Chile","CL",61,2003
"CL","CHL","Chile","CL",45,2004
"CL","CHL","Chile","CL",75,2005
"CL","CHL","Chile","CL",44,2006
"CL","CHL","Chile","CL",43,2007
"CL","CHL","Chile","CL",45,2008
"CL","CHL","Chile","CL",13,2009
"CL","CHL","Chile","CL",10,2010
"CL","CHL","Chile","CL",54,2011
"CL","CHL","Chile","CL",24,2012
"CN","COM","Comoros","KM",12,2004
"CO","COL","Colombia","CO",11,1994
"CO","COL","Colombia","CO",12,1997
"CO","COL","Colombia","CO",12,2001
"CO","COL","Colombia","CO",13,2003
"CO","COL","Colombia","CO",22,2004
"CO","COL","Colombia","CO",23,2006
"CO","COL","Colombia","CO",11,2008
"CO","COL","Colombia","CO",15,2009
"CS","CRI","Costa Rica","CR",10,1993
"CS","CRI","Costa Rica","CR",9,1997
"CS","CRI","Costa Rica","CR",23,1998
"CS","CRI","Costa Rica","CR",11,1999
"CS","CRI","Costa Rica","CR",11,2000
"CS","CRI","Costa Rica","CR",26,2001
"CS","CRI","Costa Rica","CR",14,2003
"CS","CRI","Costa Rica","CR",21,2005
"CZ","CZE","Czech Republic","CZ",12,1966
"CZ","CZE","Czech Republic","CZ",51,1993
"CZ","CZE","Czech Republic","CZ",50,1994
"CZ","CZE","Czech Republic","CZ",91,1995
"CZ","CZE","Czech Republic","CZ",95,1996
"CZ","CZE","Czech Republic","CZ",41,1997
"CZ","CZE","Czech Republic","CZ",78,1998
"CZ","CZE","Czech Republic","CZ",59,1999
"CZ","CZE","Czech Republic","CZ",81,2000
"CZ","CZE","Czech Republic","CZ",66,2001
"CZ","CZE","Czech Republic","CZ",87,2002
"CZ","CZE","Czech Republic","CZ",127,2003
"CZ","CZE","Czech Republic","CZ",83,2004
"CZ","CZE","Czech Republic","CZ",83,2005
"CZ","CZE","Czech Republic","CZ",158,2006
"CZ","CZE","Czech Republic","CZ",89,2007
"CZ","CZE","Czech Republic","CZ",53,2008
"CZ","CZE","Czech Republic","CZ",118,2009
"CZ","CZE","Czech Republic","CZ",25,2010
"CZ","CZE","Czech Republic","CZ",11,2011
"CZ","CZE","Czech Republic","CZ",45,2012
"DE","DEU","Germany","DE",6,1947
"DE","DEU","Germany","DE",18,1958
"DE","DEU","Germany","DE",19,1961
"DE","DEU","Germany","DE",24,1962
"DE","DEU","Germany","DE",10,1963
"DE","DEU","Germany","DE",47,1964
"DE","DEU","Germany","DE",91,1965
"DE","DEU","Germany","DE",70,1966
"DE","DEU","Germany","DE",153,1967
"DE","DEU","Germany","DE",137,1968
"DE","DEU","Germany","DE",117,1969
"DE","DEU","Germany","DE",299,1970
"DE","DEU","Germany","DE",275,1971
"DE","DEU","Germany","DE",268,1972
"DE","DEU","Germany","DE",360,1973
"DE","DEU","Germany","DE",243,1974
"DE","DEU","Germany","DE",269,1975
"DE","DEU","Germany","DE",233,1976
"DE","DEU","Germany","DE",329,1977
"DE","DEU","Germany","DE",359,1978
"DE","DEU","Germany","DE",429,1979
"DE","DEU","Germany","DE",357,1980
"DE","DEU","Germany","DE",405,1981
"DE","DEU","Germany","DE",437,1982
"DE","DEU","Germany","DE",565,1983
"DE","DEU","Germany","DE",583,1984
"DE","DEU","Germany","DE",685,1985
"DE","DEU","Germany","DE",710,1986
"DE","DEU","Germany","DE",761,1987
"DE","DEU","Germany","DE",810,1988
"DE","DEU","Germany","DE",795,1989
"DE","DEU","Germany","DE",1073,1990
"DE","DEU","Germany","DE",1237,1991
"DE","DEU","Germany","DE",1364,1992
"DE","DEU","Germany","DE",1873,1993
"DE","DEU","Germany","DE",2185,1994
"DE","DEU","Germany","DE",2534,1995
"DE","DEU","Germany","DE",2589,1996
"DE","DEU","Germany","DE",2826,1997
"DE","DEU","Germany","DE",2525,1998
"DE","DEU","Germany","DE",2732,1999
"DE","DEU","Germany","DE",2721,2000
"DE","DEU","Germany","DE",3230,2001
"DE","DEU","Germany","DE",3311,2002
"DE","DEU","Germany","DE",3324,2003
"DE","DEU","Germany","DE",4326,2004
"DE","DEU","Germany","DE",4123,2005
"DE","DEU","Germany","DE",4559,2006
"DE","DEU","Germany","DE",4193,2007
"DE","DEU","Germany","DE",4305,2008
"DE","DEU","Germany","DE",3709,2009
"DE","DEU","Germany","DE",2790,2010
"DE","DEU","Germany","DE",2301,2011
"DE","DEU","Germany","DE",1217,2012
"DE","DEU","Germany","DE",395,2013
"DE","DEU","Germany","DE",339,2014
"DE","DEU","Germany","DE",240,2015
"DE","DEU","Germany","DE",16,2016
"DK","DNK","Denmark","DK",13,1963
"DK","DNK","Denmark","DK",12,1970
"DK","DNK","Denmark","DK",19,1971
"DK","DNK","Denmark","DK",12,1972
"DK","DNK","Denmark","DK",22,1975
"DK","DNK","Denmark","DK",15,1976
"DK","DNK","Denmark","DK",9,1980
"DK","DNK","Denmark","DK",14,1981
"DK","DNK","Denmark","DK",18,1982
"DK","DNK","Denmark","DK",6,1983
"DK","DNK","Denmark","DK",30,1984
"DK","DNK","Denmark","DK",9,1986
"DK","DNK","Denmark","DK",17,1987
"DK","DNK","Denmark","DK",18,1988
"DK","DNK","Denmark","DK",49,1989
"DK","DNK","Denmark","DK",26,1990
"DK","DNK","Denmark","DK",67,1991
"DK","DNK","Denmark","DK",27,1992
"DK","DNK","Denmark","DK",68,1993
"DK","DNK","Denmark","DK",24,1994
"DK","DNK","Denmark","DK",52,1995
"DK","DNK","Denmark","DK",99,1996
"DK","DNK","Denmark","DK",85,1997
"DK","DNK","Denmark","DK",96,1998
"DK","DNK","Denmark","DK",120,1999
"DK","DNK","Denmark","DK",102,2000
"DK","DNK","Denmark","DK",71,2001
"DK","DNK","Denmark","DK",133,2002
"DK","DNK","Denmark","DK",307,2003
"DK","DNK","Denmark","DK",109,2004
"DK","DNK","Denmark","DK",180,2005
"DK","DNK","Denmark","DK",107,2006
"DK","DNK","Denmark","DK",126,2007
"DK","DNK","Denmark","DK",177,2008
"DK","DNK","Denmark","DK",140,2009
"DK","DNK","Denmark","DK",109,2010
"DK","DNK","Denmark","DK",84,2011
"DK","DNK","Denmark","DK",57,2012
"DK","DNK","Denmark","DK",12,2013
"DK","DNK","Denmark","DK",1,2014
"DO","DMA","Dominica","DM",12,1996
"DO","DMA","Dominica","DM",10,2002
"DO","DMA","Dominica","DM",14,2009
"EE","EST","Estonia","EE",16,1992
"EE","EST","Estonia","EE",30,1996
"EE","EST","Estonia","EE",14,1999
"EE","EST","Estonia","EE",8,2000
"EE","EST","Estonia","EE",49,2001
"EE","EST","Estonia","EE",12,2003
"EE","EST","Estonia","EE",21,2006
"EE","EST","Estonia","EE",24,2007
"EE","EST","Estonia","EE",13,2008
"EE","EST","Estonia","EE",22,2009
"EE","EST","Estonia","EE",16,2011
"EE","EST","Estonia","EE",31,2012
"ES","SLV","El Salvador","SV",13,1968
"ES","SLV","El Salvador","SV",13,1969
"ES","SLV","El Salvador","SV",30,1971
"ES","SLV","El Salvador","SV",12,1974
"ES","SLV","El Salvador","SV",29,1975
"ES","SLV","El Salvador","SV",18,1976
"ES","SLV","El Salvador","SV",25,1977
"ES","SLV","El Salvador","SV",9,1978
"ES","SLV","El Salvador","SV",61,1979
"ES","SLV","El Salvador","SV",80,1980
"ES","SLV","El Salvador","SV",48,1981
"ES","SLV","El Salvador","SV",70,1982
"ES","SLV","El Salvador","SV",38,1983
"ES","SLV","El Salvador","SV",85,1984
"ES","SLV","El Salvador","SV",95,1985
"ES","SLV","El Salvador","SV",70,1986
"ES","SLV","El Salvador","SV",128,1987
"ES","SLV","El Salvador","SV",114,1988
"ES","SLV","El Salvador","SV",86,1989
"ES","SLV","El Salvador","SV",120,1990
"ES","SLV","El Salvador","SV",89,1991
"ES","SLV","El Salvador","SV",106,1992
"ES","SLV","El Salvador","SV",111,1993
"ES","SLV","El Salvador","SV",150,1994
"ES","SLV","El Salvador","SV",228,1995
"ES","SLV","El Salvador","SV",258,1996
"ES","SLV","El Salvador","SV",299,1997
"ES","SLV","El Salvador","SV",312,1998
"ES","SLV","El Salvador","SV",472,1999
"ES","SLV","El Salvador","SV",314,2000
"ES","SLV","El Salvador","SV",522,2001
"ES","SLV","El Salvador","SV",514,2002
"ES","SLV","El Salvador","SV",748,2003
"ES","SLV","El Salvador","SV",717,2004
"ES","SLV","El Salvador","SV",646,2005
"ES","SLV","El Salvador","SV",575,2006
"ES","SLV","El Salvador","SV",641,2007
"ES","SLV","El Salvador","SV",519,2008
"ES","SLV","El Salvador","SV",363,2009
"ES","SLV","El Salvador","SV",321,2010
"ES","SLV","El Salvador","SV",222,2011
"ES","SLV","El Salvador","SV",29,2012
"ES","SLV","El Salvador","SV",19,2013
"ES","SLV","El Salvador","SV",19,2014
"FI","FIN","Finland","FI",9,1972
"FI","FIN","Finland","FI",14,1975
"FI","FIN","Finland","FI",14,1976
"FI","FIN","Finland","FI",17,1977
"FI","FIN","Finland","FI",27,1978
"FI","FIN","Finland","FI",24,1979
"FI","FIN","Finland","FI",42,1980
"FI","FIN","Finland","FI",23,1981
"FI","FIN","Finland","FI",21,1982
"FI","FIN","Finland","FI",28,1983
"FI","FIN","Finland","FI",32,1984
"FI","FIN","Finland","FI",30,1985
"FI","FIN","Finland","FI",73,1986
"FI","FIN","Finland","FI",82,1987
"FI","FIN","Finland","FI",46,1988
"FI","FIN","Finland","FI",74,1989
"FI","FIN","Finland","FI",114,1990
"FI","FIN","Finland","FI",165,1991
"FI","FIN","Finland","FI",102,1992
"FI","FIN","Finland","FI",136,1993
"FI","FIN","Finland","FI",119,1994
"FI","FIN","Finland","FI",153,1995
"FI","FIN","Finland","FI",288,1996
"FI","FIN","Finland","FI",278,1997
"FI","FIN","Finland","FI",325,1998
"FI","FIN","Finland","FI",335,1999
"FI","FIN","Finland","FI",418,2000
"FI","FIN","Finland","FI",564,2001
"FI","FIN","Finland","FI",577,2002
"FI","FIN","Finland","FI",660,2003
"FI","FIN","Finland","FI",749,2004
"FI","FIN","Finland","FI",778,2005
"FI","FIN","Finland","FI",958,2006
"FI","FIN","Finland","FI",708,2007
"FI","FIN","Finland","FI",863,2008
"FI","FIN","Finland","FI",636,2009
"FI","FIN","Finland","FI",466,2010
"FI","FIN","Finland","FI",265,2011
"FI","FIN","Finland","FI",229,2012
"FI","FIN","Finland","FI",40,2013
"FI","FIN","Finland","FI",13,2014
"FI","FIN","Finland","FI",10,2015
"FO","FRO","Faroe Islands","FO",4,2000
"FO","FRO","Faroe Islands","FO",2,2002
"FO","FRO","Faroe Islands","FO",5,2010
"FO","FRO","Faroe Islands","FO",6,2013
"FR","FRA","France","FR",9,1951
"FR","FRA","France","FR",17,1953
"FR","FRA","France","FR",4,1955
"FR","FRA","France","FR",4,1957
"FR","FRA","France","FR",40,1958
"FR","FRA","France","FR",41,1959
"FR","FRA","France","FR",24,1960
"FR","FRA","France","FR",46,1961
"FR","FRA","France","FR",36,1962
"FR","FRA","France","FR",79,1963
"FR","FRA","France","FR",115,1964
"FR","FRA","France","FR",103,1965
"FR","FRA","France","FR",75,1966
"FR","FRA","France","FR",79,1967
"FR","FRA","France","FR",100,1968
"FR","FRA","France","FR",110,1969
"FR","FRA","France","FR",45,1970
"FR","FRA","France","FR",117,1971
"FR","FRA","France","FR",145,1972
"FR","FRA","France","FR",201,1973
"FR","FRA","France","FR",105,1974
"FR","FRA","France","FR",158,1975
"FR","FRA","France","FR",213,1976
"FR","FRA","France","FR",150,1977
"FR","FRA","France","FR",202,1978
"FR","FRA","France","FR",205,1979
"FR","FRA","France","FR",184,1980
"FR","FRA","France","FR",240,1981
"FR","FRA","France","FR",122,1982
"FR","FRA","France","FR",144,1983
"FR","FRA","France","FR",171,1984
"FR","FRA","France","FR",290,1985
"FR","FRA","France","FR",211,1986
"FR","FRA","France","FR",183,1987
"FR","FRA","France","FR",383,1988
"FR","FRA","France","FR",367,1989
"FR","FRA","France","FR",509,1990
"FR","FRA","France","FR",486,1991
"FR","FRA","France","FR",514,1992
"FR","FRA","France","FR",444,1993
"FR","FRA","France","FR",590,1994
"FR","FRA","France","FR",636,1995
"FR","FRA","France","FR",916,1996
"FR","FRA","France","FR",829,1997
"FR","FRA","France","FR",643,1998
"FR","FRA","France","FR",604,1999
"FR","FRA","France","FR",1016,2000
"FR","FRA","France","FR",1086,2001
"FR","FRA","France","FR",1009,2002
"FR","FRA","France","FR",1199,2003
"FR","FRA","France","FR",1139,2004
"FR","FRA","France","FR",1094,2005
"FR","FRA","France","FR",1159,2006
"FR","FRA","France","FR",1100,2007
"FR","FRA","France","FR",1125,2008
"FR","FRA","France","FR",1071,2009
"FR","FRA","France","FR",723,2010
"FR","FRA","France","FR",696,2011
"FR","FRA","France","FR",282,2012
"FR","FRA","France","FR",87,2013
"FR","FRA","France","FR",105,2014
"FR","FRA","France","FR",22,2015
"FR","FRA","France","FR",10,2016
"GB","GAB","Gabon","GA",24,1828
"GB","GAB","Gabon","GA",24,1955
"GB","GAB","Gabon","GA",34,1957
"GB","GAB","Gabon","GA",14,1958
"GB","GAB","Gabon","GA",32,1959
"GB","GAB","Gabon","GA",79,1960
"GB","GAB","Gabon","GA",95,1961
"GB","GAB","Gabon","GA",20,1962
"GB","GAB","Gabon","GA",48,1963
"GB","GAB","Gabon","GA",120,1964
"GB","GAB","Gabon","GA",316,1965
"GB","GAB","Gabon","GA",129,1966
"GB","GAB","Gabon","GA",427,1967
"GB","GAB","Gabon","GA",611,1968
"GB","GAB","Gabon","GA",623,1969
"GB","GAB","Gabon","GA",799,1970
"GB","GAB","Gabon","GA",821,1971
"GB","GAB","Gabon","GA",892,1972
"GB","GAB","Gabon","GA",704,1973
"GB","GAB","Gabon","GA",855,1974
"GB","GAB","Gabon","GA",870,1975
"GB","GAB","Gabon","GA",574,1976
"GB","GAB","Gabon","GA",716,1977
